,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,updateTimeStamp,updateYear,address,geolatitude,geolongitude,latitude,longitude
3782,1011311,Iron Mountain Market,,https://www.facebook.com/ironmountainhome,,,,400 South Main Street,Poplar Bluff,Butler,Missouri,63901,01/01/2015 to 12/31/2015,Fri: 2:00 PM-6:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,,-90.393621,36.753732,,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/8/15 23:34,2015-07-08 23:34:00,2015,"400 South Main Street, Poplar Bluff, Missouri 63901",36.75425387498514,-90.39344934954704,36.75425387498514,-90.39344934954704
3783,1000356,Irondale Farmers Market,,,,,,1906 1st Ave N,Irondale,Jefferson,Alabama,35210,,,,,,,,,-86.7083,33.5388,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 26 2010  5:31PM,2010-05-26 17:31:00,2010,"1906 1st Ave N, Irondale, Alabama 35210",33.5386349,-86.7083773,33.5386349,-86.7083773
3784,1010820,Irondequoit Farmers' Market,http://www.irondequoit.org,,,,,1280 Titus Avenue,Rochester,Monroe,New York,14617,05/28/2015 to 10/28/2015,Thu: 4:00 PM-8:00 PM;,,,,,,,-77.5819225,43.211763700000006,,Y,Y,N,Y,Y,-,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,2/12/15 15:07,2015-02-12 15:07:00,2015,"1280 Titus Avenue, Rochester, New York 14617",43.2118719,-77.5829402,43.2118719,-77.5829402
3785,1009740,IRONOAKS @ SUN LAKES MARKET,http://www.azfarmersmarkets.us ,,,,,24218 S Oakwood Blvd,Sun Lakes,Maricopa,Arizona,85248,10/01/2013 to 05/06/2014,Tue: 9:00 AM-1:00 PM;,,,,,,,-111.872331,33.227677,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/4/14 8:44,2014-04-04 08:44:00,2014,"24218 S Oakwood Blvd, Sun Lakes, Arizona 85248",,,33.227677,-111.872331
3786,1011795,Irvine Certified Farmers' Market,http://www.ocfarmbureau.org,OC Farm Bureau Farmers Markets,,,,Bonita Canyon and Turtle Ridge Road,Irvine,Orange,California,92603,01/01/2016 to 12/31/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-117.831346,33.633188,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,3/4/16 13:04,2016-03-04 13:04:00,2016,"Bonita Canyon and Turtle Ridge Road, Irvine, California 92603",,,33.633188,-117.831346
3787,1008090,Irvine Regional Park Certified Farmers' Market,http://www.orange.cfbf.com,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,,1 Irvine Park Road,Orange,Orange,California,92862,01/01/2015 to 12/31/2015,Tue: 9:00 AM-1:00 PM;,,,,,,,-117.7587735,33.7987107,,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,4/8/15 12:39,2015-04-08 12:39:00,2015,"1 Irvine Park Road, Orange, California 92862",,,33.7987107,-117.7587735
3788,1010951,Irvington Farmer's Market,http://www.irvingtonfarmersmarket.net,,,,,101 Main St. ,Irvington,Westchester,New York,10533,,Sun: 9:00 AM-2:00 PM;,,,,,,,-73.8667554,41.0390494,,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3/23/15 15:47,2015-03-23 15:47:00,2015,"101 Main St. , Irvington, New York 10533",41.03908,-73.86638,41.03908,-73.86638
3789,1003905,Irvington Farmers Market ,http://www.irvingtongardenclub.org,,,,,5301 E. St. Clair Street (East Side Indy),Indianapolis,Marion,Indiana,46219,06/08/2014 to 10/12/2014,Sun: 12:00 PM-3:00 PM;,,,,,,,-86.0782,39.7776,Local government building grounds,Y,Y,Y,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/14/14 21:08,2014-03-14 21:08:00,2014,"5301 E. St. Clair Street (East Side Indy), Indianapolis, Indiana 46219",,,39.7776,-86.0782
3790,1005769,Irvington Farmers Market,,,,,,,Irvington,Lancaster,Virginia,22480-0056,,,,,,,,,-76.408,37.6759,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,,46.3144754,11.0480288,37.6759,-76.408
3791,1012667,Irvington Farmers Market,http://www.irvingtonfarmersmarket.org,facebook.com/irvingtonFM,,,,NE 16th Avenue (between Broadway & Weidler),Portland,Multnomah,Oregon,97212,06/05/2016 to 10/30/2016,Sun: 9:30 AM-2:30 PM;,,,,,,,-122.649445,45.534667,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,7/15/16 17:16,2016-07-15 17:16:00,2016,"NE 16th Avenue (between Broadway & Weidler), Portland, Oregon 97212",,,45.534667,-122.649445
3792,1006556,Irvington Farmers' Market,http://www.pcfma.com/irvington,https://www.facebook.com/IrvingtonMarket,,,,40900 Chapel Way,Fremont,Alameda,California,94538,January to December,sun:9:00 AM - 1:00 PM;,,,,,,,-121.96358670000001,37.532942600000005,Closed-off public street,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/13/12 14:28,2012-06-13 14:28:00,2012,"40900 Chapel Way, Fremont, California 94538",37.532869,-121.963469,37.532869,-121.963469
3793,1010490,Isabahlia Farmers Market,http://Isabahlialoefinc.org,Isabahlia Ladies of Elegance Foundation,Isabahlia LOEF,,,410 Livonia Ave,Brooklyn,Kings,New York,11212,,,,,,,,,-73.9023367,40.6634995,,Y,N,Y,Y,Y,-,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,8/13/14 16:29,2014-08-13 16:29:00,2014,"410 Livonia Ave, Brooklyn, New York 11212",40.66397457692308,-73.89984188461538,40.66397457692308,-73.89984188461538
3794,1009294,Isanti Family Farmers Market ,http://www.isantifamilyfarmersmarket.org/,,,,,17 Main Street West,Isanti,,Minnesota,55040,,,,,,,,,-93.24700000000001,45.4903,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013-01-01 00:00:00,2013,"17 Main Street West, Isanti, Minnesota 55040",45.49028493877551,-93.2470251632653,45.49028493877551,-93.2470251632653
3795,1010738,Island Market,http://fabuloushomeandpatio.com,,,,,101000 overseas highway,Key Largo ,Monroe,Florida,33037,11/28/2014 to 04/26/2015,Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;Sun: 9:00 AM-5:00 PM;,,,,,,,-80.4272178,25.1092141,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,11/26/14 14:30,2014-11-26 14:30:00,2014,"101000 overseas highway, Key Largo , Florida 33037",25.1378831,-80.4022796,25.1378831,-80.4022796
3796,1011751,Islandview Farmers Market,http://www.genesishope.org/our-work/islandview_farmers_market/,www.facebook.com/Islandview.Farmers.Market,https://twitter.com/islandvieweats,,,7200 Mack Ave,Detroit,Wayne,Michigan,48214,06/22/2016 to 09/28/2016,,,,,,,,-83.0124046,42.3642211,,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,12/21/15 12:34,2015-12-21 12:34:00,2015,"7200 Mack Ave, Detroit, Michigan 48214",42.366489,-83.007415,42.366489,-83.007415
3797,1003206,Islesboro Central School Farmer's Market,,,,,,300 Main Road,Islesboro,Waldo,Maine,4848,July to August,,,,,,,,-68.9015,44.3029,Private business parking lot,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/1/12 11:24,2012-03-01 11:24:00,2012,"300 Main Road, Islesboro, Maine 4848",44.302474,-68.901606,44.302474,-68.901606
3798,1000351,Islip Farmers Market,,,,,,"Town Hall parking lot,Montauk Highway (Route 27A)",Islip,Suffolk,New York,,,,,,,,,,-73.2107,40.7303,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,,46.3144754,11.0480288,40.7303,-73.2107
3799,1003680,Issaquah Farmers Market,http://www.issaquahwa.gov/market,,,,,1730 10th Ave N.W.,Issaquah,King,Washington,98027,05/02/2015 to 09/26/2015,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.04911499999999,47.550637,,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,4/21/15 15:37,2015-04-21 15:37:00,2015,"1730 10th Ave N.W., Issaquah, Washington 98027",,,47.550637,-122.04911499999999
3800,1004854,Itawamba Farmers Market,,,,,,201 West Main Street,Fulton,Itawamba,Mississippi,38843,06/07/2013 to 09/30/2013,Tue: 2:00 PM-4:00 PM;Fri: 2:00 PM-4:00 PM;,,,,,,,-88.419874,34.274265,Educational institution,N,N,N,N,N,-,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/24/13 14:39,2013-06-24 14:39:00,2013,"201 West Main Street, Fulton, Mississippi 38843",34.27349,-88.408353,34.27349,-88.408353
3801,1001641,Ithaca Farmers Market,http://www.ithacami.com,,,,,Center St,Ithaca,Gratiot,Michigan,48847,05/03/2014 to 10/25/2014,Sat: 7:00 AM-1:00 PM;,,,,,,,-84.607979,43.291365,Local government building grounds,N,N,N,N,N,-,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,5/13/14 10:52,2014-05-13 10:52:00,2014,"Center St, Ithaca, Michigan 48847",,,43.291365,-84.607979
3802,1000874,Ithaca Farmers Market - DeWitt Park,http://www.ithacamarket.com,https://www.facebook.com/ithacamarket,https://twitter.com/ithacamarket,,,DeWitt Park,Ithaca,Tompkins,New York,14851,04/01/2012 to 09/31/2012,,,,,,,,-76.49877959999999,42.441798799999994,Local government building grounds,N,N,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/19/14 13:27,2014-05-19 13:27:00,2014,"DeWitt Park, Ithaca, New York 14851",42.4415914,-76.49851013091282,42.4415914,-76.49851013091282
3803,1000873,Ithaca Farmers Market - Steamboat Landing,http://www.ithacamarket.com,https://www.facebook.com/ithacamarket,https://twitter.com/ithacamarket,,,"Steamboat Landing, 545 Third St. off Rt 13, Ithaca",Ithaca,Tompkins,New York,14851,04/01/2012 to 12/31/2012,,,,,,,,-76.509434,42.450833,,Y,N,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/23/15 19:33,2015-03-23 19:33:00,2015,"Steamboat Landing, 545 Third St. off Rt 13, Ithaca, Ithaca, New York 14851",,,42.450833,-76.509434
3804,1016863,Ittle Bitty Mercantile ,,www.facebook.com/ittlebittymercantile,,,,113 Ann Stree ,Parkersburg ,Wood,West Virginia,26101,01/01/2017 to 12/31/2017,Tue: 10:00 AM-5:00 PM;Wed: 10:00 AM-5:00 PM;Thu: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;Sat: 10:00 AM-5:00 PM;,,,,,,,-81.566849,39.265557,,Y,N,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,3/3/17 18:03,2017-03-03 18:03:00,2017,"113 Ann Stree , Parkersburg , West Virginia 26101",,,39.265557,-81.566849
3805,1008930,ITTLE MOBILE MARKET,,https://www.facebook.com/ittlebittyfarms,,,,3321 Cabin Ridge Road,Leon ,Mason,West Virginia,25123,05/06/2017 to 10/28/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-81.858819,38.726185,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,3/3/17 17:42,2017-03-03 17:42:00,2017,"3321 Cabin Ridge Road, Leon , West Virginia 25123",,,38.726185,-81.858819
3806,1004636,Iva Farmers Market,,,,,,S.C. Hwy 81 and Broad Street,Iva,Anderson,South Carolina,,,,,,,,,,-82.6639,34.3066,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,,46.3144754,11.0480288,34.3066,-82.6639
3807,1004380,Ivanhoe Farmers Market,,https://www.facebook.com/BullerGardens,,,,North end of Main Street,Ivanhoe,Lincoln,Minnesota,56142,07/24/2013 to 09/18/2013,Wed: 3:00 PM-5:30 PM;,,,,,,,-96.246607,44.465196999999996,Local government building grounds,N,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/23/14 10:15,2014-04-23 10:15:00,2014,"North end of Main Street, Ivanhoe, Minnesota 56142",,,44.465196999999996,-96.246607
3808,1008800,Ivanhoe Farmers' Market,http://growninivanhoe.org/farmers-market,https://www.facebook.com/ivanhoefarmersmarket,https://twitter.com/ivanhoefarm2mkt,,,3700 Woodland,Kansas City,Jackson,Missouri,64109,06/19/2015 to 09/25/2015,Fri: 5:00 PM-7:00 PM;,,,,,,,-94.5627719,39.0591615,,Y,N,N,N,Y,-,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/20/15 15:23,2015-03-20 15:23:00,2015,"3700 Woodland, Kansas City, Missouri 64109",39.059227,-94.562756,39.059227,-94.562756
3809,1008929,Ivoryton Village Farmers Market,http://ivorytonfarmersmarket.com,https://www.facebook.com/pages/Ivoryton-Farmers-Market/206613282795907,,,,Ivoryton Village Green Corner of Main St and N Main St,Ivoryton,Middlesex,Connecticut,6442,06/21/2014 to 10/11/2014,Sat: 10:00 AM-1:30 PM;,,,,,,,-72.441649,41.348493,Local government building grounds,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3/15/14 16:22,2014-03-15 16:22:00,2014,"Ivoryton Village Green Corner of Main St and N Main St, Ivoryton, Connecticut 6442",,,41.348493,-72.441649
3810,1007744,J'ville Farmers Market,http://www.jvillemarket.com/,,,,,,Jacksonville,Jackson,Oregon,,,,,,,,,,-122.965,42.3143,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,,46.3144754,11.0480288,42.3143,-122.965
3811,1018110,Jack London Square Farmers Market,http://www.cuesa.org,https://www.facebook.com/jacklondonsqfm/,@cuesa,,@jacklondonsqfm,Jack London Square,Oakland ,Alameda,California,,01/01/2017 to 12/31/2017,Sun: 10:00 AM-3:00 PM;,,,,,,,-122.27445300000001,37.794394,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,6/20/17 13:08,2017-06-20 13:08:00,2017,,46.3144754,11.0480288,37.794394,-122.27445300000001
3812,1003416,Jack Newe's FM,,,,,,1920 S Brea Canyon Cut Off,Walnut,LOS ANGELES,California,,,,,,,,,,-117.867,33.9835,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01 00:00:00,2011,,46.3144754,11.0480288,33.9835,-117.867
3813,1008847,Jack oO lantern farm,http://www.jackolanternfarm.com,jackolanternfarm,https://twitter.com/jolfarm,,,430 garage rd.,Muscle Shoals ,Colbert,Alabama,,,Tue: 3:00 PM-7:00 PM;Thu: 3:00 PM-7:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,,-87.665605,34.760154,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/12/13 15:35,2013-07-12 15:35:00,2013,,46.3144754,11.0480288,34.760154,-87.665605
3814,1006376,Jackalope Square Farmers Market,,https://www.facebook.com/Main-Street-Douglas-270254329834/,,,,130 S. 3rd,Douglas,Converse,Wyoming,82633,08/13/2016 to 09/24/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-105.3845,42.75888,,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/15/16 9:00,2016-07-15 09:00:00,2016,"130 S. 3rd, Douglas, Wyoming 82633",42.760204096082695,-105.38420874424631,42.760204096082695,-105.38420874424631
3815,1008212,jackie moreno city Waco,,jackielawson25@yahoo.com,,,,1015 Hogan Lane appt. 6,Waco,McLennan,Texas,76705,,,,,,,,,-97.105075,31.590965,Closed-off public street,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/18/13 6:56,2013-06-18 06:56:00,2013,"1015 Hogan Lane appt. 6, Waco, Texas 76705",,,31.590965,-97.105075
3816,1001435,Jackson (MO) Farmer's Market,,https://www.facebook.com/JacksonMoFarmersMarket?ref=br_tf,,,,"City Park off Independence Street, Band Shell parking lot",Jackson,Cape Girardeau,Missouri,63755,05/07/2013 to 09/24/2013,Tue: 3:00 AM-6:00 PM;,,,,,,,-89.67315699999999,37.39263,Local government building grounds,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/18/13 13:51,2013-06-18 13:51:00,2013,"City Park off Independence Street, Band Shell parking lot, Jackson, Missouri 63755",,,37.39263,-89.67315699999999
3817,1003785,Jackson County Farmers Market,,,,,,Jackson County Fair Ground,Pascagoula,Jackson,Mississippi,39568,,,,,,,,,-88.8309,30.6404,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Jackson County Fair Ground, Pascagoula, Mississippi 39568",,,30.6404,-88.8309
3818,1018328,Jackson County Farmers Market,http://www.jacksoncountyfarmersmarket.org,www.facebook.com/TheGloriousJacksonCountyFarmersMarket/,,,www.instagram.com/jacksoncountyfarmersmarket,Bridge Park on Railroad Ave.,Sylva,Jackson,North Carolina,28779,04/01/2017 to 10/28/2017,Sat: 9:00 AM-12:00 PM;,11/04/2017 to 03/31/2018,Sat: 10:00 AM-1:00 PM;,,,,,-83.225109,35.374471,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,6/22/17 9:00,2017-06-22 09:00:00,2017,"Bridge Park on Railroad Ave., Sylva, North Carolina 28779",,,35.374471,-83.225109
3819,1003385,Jackson County Farmers Market,,,,,,365 Welchburg Egypt Road,Tyner,Jackson,Kentucky,40486,,,,,,,,,-83.9053,37.318000000000005,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 10 2010  9:15AM,2010-05-10 09:15:00,2010,"365 Welchburg Egypt Road, Tyner, Kentucky 40486",,,37.318000000000005,-83.9053
3820,1018343,Jackson County Farmers Market,http://www.jcfarmmarket.org/,https://www.facebook.com/brf.wi/,,,https://www.instagram.com/jcfarmmarket/,Diploma Drive,Black River Falls ,Jackson,Wisconsin,54615,06/01/2017 to 10/28/2017,Thu: 2:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-90.862319,44.291599,,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/22/17 13:02,2017-06-22 13:02:00,2017,"Diploma Drive, Black River Falls , Wisconsin 54615",44.2919237,-90.8624076,44.2919237,-90.8624076
3821,1003634,Jackson County Farmers market,,,,,,McGraw Street,Ripley,Jackson,West Virginia,25271,May to October,Sat:8:00 AM - 1:00 PM;,,,,,,,-81.723175,38.820668,Private business parking lot,N,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/18/12 12:08,2012-05-18 12:08:00,2012,"McGraw Street, Ripley, West Virginia 25271",38.820817,-81.7228578,38.820817,-81.7228578
3822,1002839,Jackson County Farmers Market I,,,,,,Between 4th & 5th Streets,Holton,Jackson,Kansas,55436,,,,,,,,,-95.7452,39.4649,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,"Between 4th & 5th Streets, Holton, Kansas 55436",,,39.4649,-95.7452
3823,1018631,Jackson County Winter Farmers Market,http://www.jacksoncountyfarmersmarket.org,www.facebook.com/TheGloriousJacksonCountyFarmersMarket/,,,www.instagram.com/jacksoncountyfarmersmarket,23 Central St,Sylva,Jackson,North Carolina,28779,11/04/2017 to 03/31/2018,Sat: 10:00 AM-1:00 PM;,,,,,,,-83.22505129999999,35.375547499999996,,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,7/9/17 9:48,2017-07-09 09:48:00,2017,"23 Central St, Sylva, North Carolina 28779",35.37539566031367,-83.22450702498662,35.37539566031367,-83.22450702498662
3824,1005155,Jackson Farmers Market,http://www.jacksonfarmersmarket.org,,,,,Barton Street,Jackson,Cape Girardeau,Missouri,63755,April to October,Tue:4:30 pm - 7:00 pm;,,,,,,,-89.6671,37.3828,Local government building grounds,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,1/15/12 14:15,2012-01-15 14:15:00,2012,"Barton Street, Jackson, Missouri 63755",37.3825264,-89.6671843,37.3825264,-89.6671843
3825,1000085,Jackson Heights Greenmarket,http://www.grownyc.org,https://www.facebook.com/QueensGreenmarkets,,,,34 Ave - 77 & 78 Sts,Queens,Queens,New York,11372,01/01/2013 to 12/31/2013,Sun: 8:00 AM-3:00 PM;,,,,,,,-73.88921500000001,40.753353000000004,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,7/23/13 15:07,2013-07-23 15:07:00,2013,"34 Ave - 77 & 78 Sts, Queens, New York 11372",,,40.753353000000004,-73.88921500000001
3826,1010293,Jackson Hole Farmer's Market,,,,,,890 South Highway 89,Jackson ,Teton,Wyoming,83001,07/03/2014 to 10/11/2014,Thu: 10:00 AM-6:00 PM;Fri: 10:00 AM-6:00 PM;Sat: 10:00 AM-4:00 PM;,,,,,,,-110.792249,43.466381,Private business parking lot,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/4/14 11:55,2014-06-04 11:55:00,2014,"890 South Highway 89, Jackson , Wyoming 83001",43.4618328,-110.7933503,43.4618328,-110.7933503
3827,1005415,Jackson Hole People's Market,http://www.jhpeoplesmarket.org,https://www.facebook.com/jhpeoplesmarket,,,,Snow King Ave & King St.,Jackson,Teton,Wyoming,83001,06/18/2014 to 09/17/2014,Wed: 4:00 PM-7:00 PM;,,,,,,,-110.760896,43.472924,Closed-off public street,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,4/21/14 19:13,2014-04-21 19:13:00,2014,"Snow King Ave & King St., Jackson, Wyoming 83001",,,43.472924,-110.760896
3828,1003544,Jackson Memorial Foundation Green Market,http://www.themarketcompany.org,,,,,1611 NW 12th Avenue,Miami,Miami-Dade,Florida,33136,,,,,,,,,-80.21300000000001,25.7912,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun  4 2010 10:20AM,2010-06-04 10:20:00,2010,"1611 NW 12th Avenue, Miami, Florida 33136",25.791670500000002,-80.21260146013265,25.791670500000002,-80.21260146013265
3829,1009054,Jackson Mine Farmers and Crafters Market,http://www.cityofnegaunee.com,,,,,U.S. 41 and Maas Street,Negaunee,Marquette,Michigan,49866,05/01/2013 to 09/30/2013,Wed: 4:30 AM-7:00 PM;,,,,,,,-87.611951,46.513579,,N,Y,N,Y,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/7/14 11:26,2014-02-07 11:26:00,2014,"U.S. 41 and Maas Street, Negaunee, Michigan 49866",,,46.513579,-87.611951
3830,1011299,Jackson Park Farmers Market,http://jacksonpark.us/farmers-market/,https://www.facebook.com/JPFarmersMarket,JPFarmersMkt,,,3500 W. Forest Home Ave.,Milwaukee ,Milwaukee,Wisconsin,53215,06/09/2016 to 09/29/2016,Thu: 3:30 PM-7:00 PM;,,,,,,,-87.963355,42.996957,,Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/21/16 19:59,2016-03-21 19:59:00,2016,"3500 W. Forest Home Ave., Milwaukee , Wisconsin 53215",42.9979151,-87.9530967,42.9979151,-87.9530967
3831,1007639,Jackson Plaza Farmers Market,,,,,,375 Jackson Street,St. Paul,Hennepin,Minnesota,,,,,,,,,,-93.0877,44.9609,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01 00:00:00,2009,,46.3144754,11.0480288,44.9609,-93.0877
3832,1006316,Jackson Senior Center,,,,,,1701 College Avenue,Jackson,Clarke,Alabama,36545,04/01/2014 to ,Tue: 3:00 PM-5:00 PM;,,,,,,,-87.893672,31.526751,Local government building grounds,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/4/14 10:02,2014-04-04 10:02:00,2014,"1701 College Avenue, Jackson, Alabama 36545",31.5265511,-87.8934276,31.5265511,-87.8934276
